State,County,Date Detected,HPAI Strain,Type of Wild Bird,Sampling Source
Colorado,Routt,4/26/2022,EA H5,Canada goose,Wild bird mortality CO Parks & Wildlife
Colorado,Adams,4/26/2022,EA H5N1,Bald eagle,Wild bird mortality CO Parks & Wildlife
Colorado,Morgan,4/26/2022,EA H5N1,Turkey vulture,Wild bird mortality CO Parks & Wildlife
Colorado,Denver,4/19/2022,EA H5N1,Great horned owl,Wild bird mortality CO Parks & Wildlife
North Dakota,Mchenry,5/5/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Hunter harvest NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Ross's goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
North Dakota,Towner,5/5/2022,EA H5N1,Snow goose,Wild bird mortality NWDP
Wisconsin,Brown,5/5/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Brown,5/5/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Brown,5/5/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Minnesota,Olmsted,5/5/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Olmsted,5/5/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Olmsted,5/5/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Minnesota,Olmsted,5/5/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Illinois,Lake,5/5/2022,EA H5,Great horned owl,Wild bird mortality NWDP
Minnesota,Roseau,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Mille Lacs,5/5/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
North Dakota,Cass,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Illinois,Lake,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Illinois,Cook,5/5/2022,EA H5N1,Mallard,Agency harvest NWDP
Minnesota,Watonwan,5/5/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Minnesota,Wadena,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Brown,5/5/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Illinois,Lake,5/5/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,St. Louis,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Hubbard,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Illinois,Peoria,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Kidder,5/9/2022,EA H5N1,Sharp-shinned hawk,Wild bird mortality NWDP
North Dakota,Burleigh,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Kidder,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Kidder,5/9/2022,EA H5N1,Northern harrier,Wild bird mortality NWDP
Ohio,Cuyahoga,5/4/2022,EA H5N1,Peregrine falcon,Wild bird mortality National Park Service/ODNR
Alaska,Aleutians West,5/2/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Wisconsin,Winnebago,5/6/2022,EA/AM H5N1,American white pelican,Wild bird mortality WI DNR/USGS (20)
Montana,Yellowstone,4/28/2022,EA/AM H5N1,Wild turkey,Wild bird mortality MT FWP/USGS (27)
Montana,Yellowstone,4/28/2022,EA/AM H5N1,Wild turkey,Wild bird mortality MT FWP/USGS (27)
Minnesota,Wilkin,4/7/2022,EA/AM H5N1,Snow goose,Wild bird mortality MN DNR/USGS (22)
Minnesota,Wilkin,4/7/2022,EA/AM H5N1,Snow goose,Wild bird mortality MN DNR/USGS (22)
Montana,Teton,4/21/2022,EA/AM H5N1,Snow goose,Wild bird mortality MT FWP/USGS (27)
Wyoming,Sheridan,5/13/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Alaska,Anchorage,5/13/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/13/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/13/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
New York,Monroe,5/13/2022,EA H5N1,Peregrine falcon,Wild bird mortality NYSDEC (6)
Nebraska,Lancaster,4/8/2022,EA/AM H5N1,Pelican (unidentified),Wild bird mortality NDA (9)
Wyoming,Johnson,4/15/2022,EA H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Wyoming,Johnson,4/15/2022,EA H5N1,Wild turkey,Wild bird mortality WY Game and Fish Department
Michigan,Oakland,4/19/2022,EA H5N1,Wood duck,Wild bird mortality Michgan DNR
Michigan,Gladwin,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Hooded merganser,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Herring gull,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Saginaw,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Shiawassee,4/19/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Trumpeter swan,Wild bird mortality Michgan DNR
Michigan,Tuscola,4/19/2022,EA H5N1,Tundra swan,Wild bird mortality Michgan DNR
Michigan,Bay,4/19/2022,EA H5N1,Mute swan,Wild bird mortality Michgan DNR
Michigan,Oakland,4/19/2022,EA H5N1,Canada goose,Wild bird mortality Michgan DNR
Florida,Duval,4/19/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Wyoming,Park,4/19/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Park,5/13/2022,EA/AM H5N1,Peregrine falcon,Wild bird mortality WY Game and Fish Department
Montana,Fergus,5/6/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Cascade,5/6/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/6/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Gallatin,5/6/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Broadwater,5/6/2022,EA H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Cascade,5/6/2022,EA H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Broadwater,5/6/2022,EA H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Idaho,Bonneville,5/11/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG/USGS (29)
Idaho,Bonneville,5/11/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG/USGS (29)
Idaho,Canyon,5/13/2022,EA H5,Snow goose,Wild bird mortality IDFG/USGS (29)
Idaho,Custer,5/9/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IDFG/USGS (29)
Idaho,Twin Falls,5/11/2022,EA/AM H5N1,American white pelican,Wild bird mortality IDFG/USGS (29)
Idaho,Twin Falls,5/11/2022,EA/AM H5N1,American white pelican,Wild bird mortality IDFG/USGS (29)
Massachusetts,Barnstable,4/15/2022,EA H5N1,Sanderling,Wild bird mortality MDFW/USGS (5)
Minnesota,St. Louis,5/12/2022,EA/AM H5N1,Hooded merganser,Wild bird mortality USGS
Missouri,Chariton,4/15/2022,EA/AM H5N1,Snow goose,Wild bird mortality MDC/USFWS/USGS (30)
Wisconsin,Barron,5/12/2022,EA H5N1,American crow,Wild bird mortality NWDP
Wisconsin,Buffalo,5/12/2022,EA/AM H5N1,American white pelican,Wild bird mortality WIDNR/USFWS/USGS (32)
Wisconsin,Winnebago,5/12/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Wisconsin,St Croix,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Florence,5/12/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Winnebago,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Winnebago,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Winnebago,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Winnebago,5/12/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Door,5/12/2022,EA H5N1,Herring gull,Wild bird mortality NWDP
Wisconsin,Washburn,5/12/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Polk,5/12/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Sawyer,5/12/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Barron,5/12/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Washburn,5/12/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
North Dakota,Bottineau,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Stutsman,5/13/2022,EA H5N1,Sharp-shinned hawk,Wild bird mortality NWDP
North Dakota,Stutsman,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Stutsman,5/13/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Stutsman,5/13/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Stutsman,5/13/2022,EA H5N1,Cooper's hawk,Wild bird mortality NWDP
North Dakota,Bottineau,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Bottineau,5/13/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Minnesota,Aitkin,5/13/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Crow Wing,5/13/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Aitkin,5/13/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Crow Wing,5/13/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Minnesota,Crow Wing,5/13/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Minnesota,Clay,5/13/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Burleigh,5/13/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Minnesota,Freeborn,5/13/2022,EA H5N1,Barred owl,Wild bird mortality NWDP
Minnesota,Steele,5/13/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Minnesota,Steele,5/13/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Minnesota,Polk,5/13/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Minnesota,Polk,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Red Lake,5/13/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Minnesota,Nobles,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Stark,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Burleigh,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Winona,5/13/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Minnesota,Winona,5/13/2022,EA H5N1,American crow,Wild bird mortality NWDP
Minnesota,Winona,5/13/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Minnesota,Murray,5/13/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Price,5/13/2022,EA H5N1,Common raven,Wild bird mortality NWDP
Washington,Pierce,5/13/2022,EA/AM H5N1,Bald eagle,Wild bird mortality Nisqually Trib/USGS (31)
Wisconsin,Douglas,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wyoming,Fremont,4/19/2022,EA/AM H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Wisconsin,Manitowoc,5/12/2022,EA H5N1,Ruddy duck,Wild bird mortality NWDP
Wisconsin,Columbia,5/12/2022,EA H5N1,American crow,Wild bird mortality NWDP
Wisconsin,Dane,5/12/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Wisconsin,Fond Du Lac,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wyoming,Albany,4/19/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality WY Game and Fish Department
Nebraska,Lancaster,4/21/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NDA (9)
Nebraska,Douglas,4/22/2022,EA/AM H5N1,Peregrine falcon,Wild bird mortality NDA (9)
Washington,Grant,4/25/2022,EA H5,Snow goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Grant,4/25/2022,EA H5,Snow goose,Wild bird mortality WA Dept of Fish and Wildlife
North Dakota,Dickey,4/28/2022,EA H5N1,Hawk (unidentified),Wild bird mortality ND Game and Fish
New York,Livingston,5/5/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality NYSDEC (6)
New York,Livingston,5/5/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality NYSDEC (6)
New York,Monroe,5/5/2022,EA H5,Turkey vulture,Wild bird mortality NYSDEC (6)
Florida,Okaloosa,5/5/2022,EA H5,Mallard,Wild bird mortality FFWCC
Wisconsin,Rusk,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Rusk,5/12/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Langlade,5/12/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Chippewa,5/12/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Burnett,5/12/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
Wisconsin,Fond Du Lac,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Fond Du Lac,5/12/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Waupaca,5/12/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Sheboygan,5/12/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Wisconsin,Brown,5/12/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Clark,5/18/2022,EA H5N1,Hooded merganser,Wild bird mortality NWDP
Wisconsin,Barron,5/18/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Wisconsin,Polk,5/18/2022,EA H5N1,American crow,Wild bird mortality NWDP
South Dakota,Mcpherson,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Portage,5/18/2022,EA H5N1,American crow,Wild bird mortality NWDP
Wisconsin,Wood,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Clark,5/18/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
Wisconsin,Clark,5/18/2022,EA H5N1,American crow,Wild bird mortality NWDP
Wisconsin,Buffalo,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Lafayette,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Eau Claire,5/19/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Green Lake,5/19/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Wisconsin,Marquette,5/19/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Rock,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Utah,Utah,5/18/2022,EA H5N1,Owl (unidentified),Wild bird mortality Utah DWR
Utah,Utah,5/18/2022,EA H5N1,Owl (unidentified),Wild bird mortality Utah DWR
Texas,Bosque,5/6/2022,EA H5,Bald eagle,Wild bird mortality Texas PWD
Florida,Alachua,5/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Duval,5/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Duval,5/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Michigan,Saginaw,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Arenac,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Alpena,5/5/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Cheboygan,5/5/2022,EA H5,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Wexford,5/5/2022,EA H5,Lesser scaup,Wild bird mortality Michgan DNR
Michigan,Alpena,5/5/2022,EA H5N1,Herring gull,Wild bird mortality Michgan DNR
Michigan,Grand Traverse,5/5/2022,EA H5,Barred owl,Wild bird mortality Michgan DNR
Michigan,Saginaw,5/5/2022,EA H5N1,Red-shouldered hawk,Wild bird mortality Michgan DNR
Michigan,Saginaw,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Michgan DNR
Michigan,Gladwin,5/5/2022,EA H5N1,Red-tailed hawk,Wild bird mortality Michgan DNR
Nebraska,Lancaster,5/5/2022,EA/AM H5N1,Peregrine falcon,Wild bird mortality NDA (9)
Nebraska,Sarpy,5/6/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality NDA (9)
Wyoming,Natrona,5/6/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
New York,Albany,5/6/2022,EA/AM H5N1,Great horned owl,Wild bird mortality NYSDEC (6)
New York,Schoharie,5/6/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality NYSDEC (6)
New York,Schenectady,5/6/2022,EA/AM H5N1,Red-tailed hawk,Wild bird mortality NYSDEC (6)
New York,Cattaraugus,5/6/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
Alaska,Aleutians West,5/6/2022,EA H5N1,Bald eagle,Wild bird mortality USFWS/ADFG
Alaska,Aleutians West,5/6/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Alaska,Anchorage,5/6/2022,EA H5N1,Canada goose,Wild bird mortality USFWS/ADFG
Florida,Duval,4/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
South Dakota,Beadle,5/9/2022,EA/AM H5N1,Red-tailed hawk,"Wild bird mortality SD Game, Fish, and Parks"
Michigan,Manistee,5/9/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Benzie,5/9/2022,EA H5N1,Bald eagle,Wild bird mortality Michgan DNR
Michigan,Charlevoix,5/9/2022,EA H5N1,Rough-legged hawk,Wild bird mortality Michgan DNR
Wyoming,Campbell,5/9/2022,EA H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Wyoming,Teton,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
South Dakota,Brown,5/19/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
South Dakota,Brown,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
South Dakota,Brown,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
South Dakota,Brown,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
South Dakota,Brown,5/19/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
South Carolina,Charleston,5/17/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
South Carolina,Charleston,5/17/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
South Carolina,Charleston,5/17/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
South Carolina,Charleston,5/17/2022,EA H5N1,Black vulture,Wild bird mortality NWDP
New Hampshire,Merrimack,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
New Hampshire,Sullivan,5/18/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Morton,5/20/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,American crow,Wild bird mortality NWDP
North Dakota,Grant,5/20/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Ramsey,5/20/2022,EA H5N1,American kestrel,Wild bird mortality NWDP
North Dakota,Benson,5/20/2022,EA H5N1,Rough-legged hawk,Wild bird mortality NWDP
North Dakota,Pierce,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Towner,5/20/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
North Dakota,Benson,5/20/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
North Dakota,Stutsman,5/20/2022,EA H5N1,Broad-winged hawk,Wild bird mortality NWDP
Illinois,Cook,5/20/2022,EA H5N1,Mallard,Agency harvest NWDP
Vermont,Addison,5/13/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Vermont,Orange,5/23/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Indiana,Lake,5/23/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
North Dakota,Stutsman,5/23/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
North Dakota,Stark,5/23/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
North Dakota,Stutsman,5/23/2022,EA H5N1,American white pelican,Wild bird mortality NWDP
North Dakota,Hettinger,5/23/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Hettinger,5/23/2022,EA H5N1,Canada goose,Wild bird mortality NWDP
North Dakota,Stutsman,5/23/2022,EA H5N1,Snowy egret,Wild bird mortality NWDP
North Dakota,Stutsman,5/23/2022,EA H5N1,Double-crested cormorant,Wild bird mortality NWDP
Wisconsin,Milwaukee,5/25/2022,EA H5N1,Red-tailed hawk,Wild bird mortality NWDP
Wisconsin,Door,5/26/2022,EA H5N1,American crow,Wild bird mortality NWDP
Wisconsin,Bayfield,5/26/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Wisconsin,Langlade,5/26/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Wisconsin,Sheboygan,5/26/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Wisconsin,Sheboygan,5/26/2022,EA H5N1,Turkey vulture,Wild bird mortality NWDP
Wisconsin,Calumet,5/26/2022,EA H5N1,Wood duck,Wild bird mortality NWDP
Minnesota,Kittson,5/26/2022,EA H5N1,Bald eagle,Wild bird mortality NWDP
Minnesota,Douglas,5/26/2022,EA H5N1,Barred owl,Wild bird mortality NWDP
Minnesota,Beltrami,5/26/2022,EA H5N1,Common goldeneye,Wild bird mortality NWDP
Minnesota,Beltrami,5/26/2022,EA H5N1,Common raven,Wild bird mortality NWDP
Minnesota,Beltrami,5/26/2022,EA H5N1,Barred owl,Wild bird mortality NWDP
Minnesota,Beltrami,5/26/2022,EA H5N1,Great horned owl,Wild bird mortality NWDP
Washington,Grant,5/13/2022,EA H5N1,Snow goose,Wild bird mortality WA Dept of Fish and Wildlife
Washington,Franklin,5/12/2022,EA H5,Sandhill crane,Wild bird mortality WA Dept of Fish and Wildlife
Montana,Madison,5/9/2022,EA H5N1,Canada goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/9/2022,EA H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Wyoming,Park,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Wyoming,Campbell,5/9/2022,EA H5N1,Canada goose,Wild bird mortality WY Game and Fish Department
Oregon,Lane,5/18/2022,EA H5N1,Canada goose,Wild bird mortality OR Dept of Fish and Wildlife
Wyoming,Teton,5/9/2022,EA H5N1,Great horned owl,Wild bird mortality WY Game and Fish Department
Florida,Brevard,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
Florida,Columbia,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Columbia,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Alachua,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Brevard,5/9/2022,EA/AM H5N1,Black vulture,Wild bird mortality 
South Dakota,Brown,5/11/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
South Dakota,Brown,5/11/2022,EA/AM H5N1,Bald eagle,"Wild bird mortality SD Game, Fish, and Parks"
New York,Schoharie,5/12/2022,EA/AM H5N1,Bald eagle,Wild bird mortality NYSDEC (6)
Florida,Suwannee,5/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Suwannee,5/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Suwannee,5/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality FFWCC
Florida,Miami-Dade,4/8/2022,EA H5N1,Black vulture,Wild bird mortality 
Montana,Teton,5/13/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Teton,5/13/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Cascade,5/13/2022,EA/AM H5N1,Great horned owl,"Wild bird mortality MT Fish, Wildlife and Parks"
Montana,Broadwater,5/13/2022,EA/AM H5N1,Snow goose,"Wild bird mortality MT Fish, Wildlife and Parks"
Florida,Orange,4/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/20/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/28/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/12/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Florida,Orange,4/14/2022,EA/AM H5N1,Black vulture,Wild bird mortality
New York,St. Lawrence,4/19/2022,EA/AM H5N1,Merganser (unidentified),Wild bird mortality NYSDEC (6)
Florida,Orange,5/5/2022,EA/AM H5N1,Black vulture,Wild bird mortality
Idaho,Payette,5/16/2022,EA/AM H5N1,Great horned owl,Wild bird mortality IDFG
Idaho,Teton,5/16/2022,EA/AM H5N1,Great blue heron,Wild bird mortality IDFG
Idaho,Caribou,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Caribou,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Ada,5/16/2022,EA/AM H5N1,Duck (unidentified),Wild bird mortality IDFG
Idaho,Ada,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
Idaho,Bonneville,5/16/2022,EA/AM H5N1,Turkey vulture,Wild bird mortality IDFG
Idaho,Jefferson,5/16/2022,EA H5,Trumpeter swan,Wild bird mortality IDFG
Idaho,Teton,5/16/2022,EA/AM H5N1,Canada goose,Wild bird mortality IDFG
