"URL report","Report ID","Report date","Event ID","Genotype / Serotype / Subtype","Test name","Laboratory","Label id","Outbreak reference","Start date","End date","Country","First administrative division","Second administrative division","Third administrative division","Location","Latitude","Longitude","Species","Typology of animal","Cases","Deaths","Killed and Disposed of","Detailed characterisation","Affected population description"
"https://wahis.woah.org/#/in-event/4395/dashboard","FUR_157193",2022-09-27,4395,"H5N1","Reverse transcription-polymerase chain reaction (RT-PCR)","Hokkaido University, JPN","OB_101633 - SAPPORO-CITY2","-",2022-04-01,"44652","Japan","Hokkaido","Sapporo","-","Sapporo-City2","43.062199999999997","141.35429999999999","Raccoon dog","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5018/dashboard","FUR_161608",2023-07-03,5018,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","Laboratory designated by Ministry of the Environment","OB_117591 - SAPPORO-CITY1","-",2023-04-12,"45028","Japan","Hokkaido","Sapporo","-","Sapporo-City1","43.062199999999997","141.35429999999999","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5018/dashboard","FUR_161608",2023-07-03,5018,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","Laboratory designated by Ministry of the Environment","OB_121160 - SAPPORO-CITY2","-",2023-02-20,"44977","Japan","Hokkaido","Sapporo","-","Sapporo-City2","43.062199999999997","141.35429999999999","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_117892 - MV-22-015-001 - BOIENSDORF","MV-22-015-001",2022-04-01,"44660","Germany","Mecklenburg-Vorpommern","Nordwestmecklenburg","Neuburg","Boiensdorf","54","11.539999999999999","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_117896 - NI-23-015-002 - HAMELN","NI-23-015-002",2023-02-28,"45003","Germany","Niedersachsen","Hameln-Pyrmont","Hameln","Hameln","52.100000000000001","9.3499999999999996","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_117897 - NI-23-015-003 - HANNOVER","NI-23-015-003",2023-02-28,"45003","Germany","Niedersachsen","Region Hannover","Hannover","Hannover","52.369999999999997","9.7300000000000004","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_117899 - SH-23-015-001 - FRIEDRICHSKOOG","SH-23-015-001",2023-03-01,"44989","Germany","Schleswig-Holstein","Dithmarschen","Marne-Nordsee","Friedrichskoog","54","8.8699999999999992","Gray Seal","Wild",1,1,0,"-","seal sanctuary"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_117893 - MV-22-015-002 - BERGEN AUF RÜGEN","MV-22-015-002",2022-04-06,"44666","Germany","Mecklenburg-Vorpommern","Vorpommern-Rügen","Bergen auf Rügen","Bergen auf Rügen","54.409999999999997","13.52","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_117894 - NI-22-015-001 - WAGENFELD","NI-22-015-001",2022-09-22,"44834","Germany","Niedersachsen","Diepholz","Wagenfeld","Wagenfeld","52.530000000000001","8.6999999999999993","South American Coati ","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_117895 - NI-23-015-001 - HAGENBURG","NI-23-015-001",2023-02-28,"45013","Germany","Niedersachsen","Schaumburg","Sachsenhagen","Hagenburg","52.43","9.3200000000000003","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_117898 - NI-23-015-004 - VERDEN","NI-23-015-004",2023-02-28,"45003","Germany","Niedersachsen","Verden","Verden (Aller)","Verden","52.93","9.2300000000000004","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_121663 - HH-23-015-001 - HAMBURG","HH-23-015-001",2023-04-13,"45034","Germany","Hamburg","Hamburg","Hamburg","Hamburg","53.460000000000001","10.18","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_121665 - NI-23-015-006 - LÜBBOW-REBENSTORF","NI-23-015-006",2023-06-01,"45108","Germany","Niedersachsen","Lüchow-Dannenberg","Lüchow (Wendland)","Lübbow-Rebenstorf","52.920000000000002","11.199999999999999","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_121666 - NI-23-015-007 - REMLINGEN","NI-23-015-007",2023-05-31,"45108","Germany","Niedersachsen","Wolfenbüttel","Elm-Asse","Remlingen","52.109999999999999","10.67","European Pine Marten","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_121664 - NI-23-015-005 - GARBSEN","NI-23-015-005",2023-04-12,"45057","Germany","Niedersachsen","Region Hannover","Garbsen","Garbsen","52.43","9.5899999999999999","Red Fox","Wild",1,0,1,"-","-"
"https://wahis.woah.org/#/in-event/5031/dashboard","FUR_161783",2023-07-12,5031,"H5N1","Polymerase chain reaction (PCR)","Friedrich-Loeffler Institute","OB_121681 - RP-23-015-001 - SCHWEISWEILER","RP-23-015-001",2023-05-10,"45058","Germany","Rheinland-Pfalz","Donnersbergkreis","Winnweiler","Schweisweiler","49.590000000000003","7.8250000000000002","Red Fox","Wild",1,0,1,"-","-"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_102584 - ON-2022-HPAIM-001 - SOUTHERN ONTARIO","ON-2022-HPAIM-001",2022-04-12,"44663","Canada","Ontario","Perth","St. Marys","Southern Ontario","43.270000000000003","-81.140000000000001","Red Fox","Wild",2,2,0,"-","Neurologic wild red fox kits. Both had the same cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_103112 - MB-2022-HPAIM-001 - PRAIRIE MOUNTAIN HEALTH AUTHORITY","MB-2022-HPAIM-001",2022-04-28,"44679","Canada","Manitoba","Division No. 15","Neepawa","Prairie Mountain Health Authority","50.240000000000002","-99.459999999999994","Red Fox","Wild",2,2,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild red fox kits. Both had the same cluster. Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_103539 - ON-2022-HPAIM-002 - SOUTHERN ONTARIO (YORK)","ON-2022-HPAIM-002",2022-04-15,"44666","Canada","Ontario","York","Vaughan","Southern Ontario (York)","43.859999999999999"," -79,5","Red Fox","Wild",1,1,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild red fox kit. Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_103540 - MB-2022-HPAIM-002 - SOUTHERN HEALTH REGION","MB-2022-HPAIM-002",2022-05-08,"44689","Canada","Manitoba","Division No. 3","Morris Town","Southern Health Region","49.359999999999999","-97.359999999999999","Red Fox","Wild",4,3,1,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild red fox kits. Cluster: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_103541 - BC-2022-HPAIM-001 - FRASER-FORT GEORGE REGIONAL DISTRICT","BC-2022-HPAIM-001",2022-05-08,"44698","Canada","British Columbia","Fraser-Fort George","Prince George","Fraser-Fort George Regional District","53","-122.77","Red Fox","Wild",2,1,1,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild red fox kits. Both had the same cluster. Cluster: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_103542 - MB-2022-HPAIM-003 - PRAIRIE MOUNTAIN HEALTH REGION","MB-2022-HPAIM-003",2022-05-11,"44692","Canada","Manitoba","Division No. 17","Dauphin","Prairie Mountain Health Region","51.350000000000001","-100.15000000000001","Striped Skunk","Wild",1,0,1,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic adult wild skunk. Cluster: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_103543 - AB-2022-HPAIM-001 - MINBURN COUNTY","AB-2022-HPAIM-001",2022-04-22,"44673","Canada","Alberta","Division No. 10","Minburn County No. 27","Minburn County","53.490000000000002","-112.16","Striped Skunk","Wild",2,0,2,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild skunks. Cluster: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_103544 - AB-2022-HPAIM-002 - STRATHMORE","AB-2022-HPAIM-002",2022-04-26,"44677","Canada","Alberta","Division No. 5","Strathmore","Strathmore","51.030000000000001","-113.38","Striped Skunk","Wild",1,0,1,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic wild skunk Cluster: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104108 - PE-2022-HPAIM-001 - CENTRAL PEI","PE-2022-HPAIM-001",2022-05-16,"44698","Canada","Prince Edward Island","Queens","Miltonvale Park","Central PEI","46.286700000000003","-63.212000000000003","Red Fox","Wild",2,0,2,"Clade 2.3.4.4b - Lineage: Fully Eurasian","Neurologic wild red fox kits"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104109 - PE-2022-HPAIM-002 - EASTERN PEI","PE-2022-HPAIM-002",2022-05-18,"44699","Canada","Prince Edward Island","Kings","Lot 54","Eastern PEI","46.277799999999999","-62.547400000000003","Red Fox","Wild",1,0,1,"Clade 2.3.4.4b - Lineage: Fully Eurasian","Neurologic wild red fox kit"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104110 - NS-2022-HPAIM-001 - CENTRAL NOVA SCOTIA","NS-2022-HPAIM-001",2022-05-09,"44690","Canada","Nova Scotia","Halifax","Halifax","Central Nova Scotia","44.821199999999997","-63.142400000000002","Red Fox","Wild",1,1,0,"Clade 2.3.4.4b - Lineage: Fully Eurasian","Found dead red fox kit"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104161 - BC-2022-HPAIM-002 - NORTH OKANAGAN REGIONAL DISTRICT","BC-2022-HPAIM-002",2022-05-18,"44699","Canada","British Columbia","North Okanagan","North Okanagan B","North Okanagan Regional District","50.200000000000003","-119.28","Striped Skunk","Wild",1,0,1,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104163 - ON-2022-HPAIM-004 - SOUTHERN ONTARIO (GREY)","ON-2022-HPAIM-004",2022-04-14,"44665","Canada","Ontario","Grey","West Grey","Southern Ontario (Grey)","44.299999999999997","-80.700000000000003","American Mink","Wild",1,0,1,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic mink. Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104164 - ON-2022-HPAIM-005 - SOUTHERN ONTARIO (WATERLOO)","ON-2022-HPAIM-005",2022-04-25,"44688","Canada","Ontario","Waterloo","Woolwich","Southern Ontario (Waterloo)","43.5","-80.400000000000006","Red Fox","Wild",3,3,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","- Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104162 - ON-2022-HPAIM-003 - CENTRAL ONTARIO (SIMCOE)","ON-2022-HPAIM-003",2022-04-27,"44704","Canada","Ontario","Simcoe","Ramara","Central Ontario (Simcoe)","44.520000000000003","-79.25","Red Fox","Wild",2,1,1,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Neurologic red fox kits. Both animals had the same cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104179 - ON-2022-HPAIM-006 - SOUTHERN ONTARIO (WELLINGTON)","ON-2022-HPAIM-006",2022-05-10,"44691","Canada","Ontario","Wellington","Guelph/Eramosa","Southern Ontario (Wellington)","43.659999999999997","-80.159999999999997","Red Fox","Wild",1,0,1,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_104735 - BC-2022-HPAIM-003 - CARIBOO REGIONAL DISTRICT","BC-2022-HPAIM-003",2022-05-27,"44708","Canada","British Columbia","Cariboo","Cariboo L","Cariboo Regional District","51.450000000000003","-121.13","Red Fox","Wild",1,1,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_105141 - QC-2022-HPAIM-002 - GASPÉSIE–ÎLES-DE-LA-MADELEINE","QC-2022-HPAIM-002",2022-06-13,"44725","Canada","Québec","Les Îles-de-la-Madeleine","Havre-aux-Maisons","Gaspésie–Îles-de-la-Madeleine","47.399999999999999","-61.810000000000002","Red Fox","Wild",1,1,0,"-","-"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_105140 - QC-2022-HPAIM-001 - BAS-ST-LAURENT","QC-2022-HPAIM-001",2022-06-07,"44734","Canada","Québec","La Mitis","Sainte-Flavie","Bas-St-Laurent","48.609999999999999","-68.230000000000004","Harbor Seal","Wild",11,11,0,"-","4 seals: Fully Eurasian lineage; - 5 seals: Reassortment EU&NA; Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_111945 - YT-2022-HPAIM - YUKON - MAMMALS","YT-2022-HPAIM",2022-05-21,"44926","Canada","Yukon","Yukon","Whitehorse","Yukon - mammals","60.719999999999999","-135.03","Red Fox","Wild",1,1,0,"Clade: 2.3.4.4b - Lineage: Reassortment Eurasian and North American","Cluster : Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_106293 - AB-2022-HPAIM - ALBERTA - MAMMALS","AB-2022-HPAIM",2022-05-11,"44926","Canada","Alberta","Division No. 11","Edmonton","Alberta - mammals","53.537300000000002","-113.4905","Striped Skunk","Wild",17,3,0,"-","Multiple locations in Alberta Clusters: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage (5 skunks and 1 red fox) Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage (12 skunks and 2 red foxes)"
"https://wahis.woah.org/#/in-event/4438/dashboard","FUR_161067",2023-06-29,4438,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba","OB_106293 - AB-2022-HPAIM - ALBERTA - MAMMALS","AB-2022-HPAIM",2022-05-11,"44926","Canada","Alberta","Division No. 11","Edmonton","Alberta - mammals","53.537300000000002","-113.4905","Red Fox","Wild",3,0,0,"-","Multiple locations in Alberta Clusters: Gene segments PB2 and NP belonging to North American lineage and gene segments PB1, PA, HA, NA, M and NS belonging to Eurasian lineage (5 skunks and 1 red fox) Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage (12 skunks and 2 red foxes)"
